text,spam
"Subject: ebay notice - your ebay account has been stolen !  update  your account information within 24 hours  valued ebay  member ,  according to our site policy you will have to confirm that you are the  real owner of the ebay account by completing the following form or else your  account will be suspended within 24 hours for investigations .  never share your  ebay password to anyone !  establish your proof of  identity with id verify ( free of charge ) - an easy way to help others trust  you as their trading partner . the process takes about 5 minutes to complete  and involves updating your ebay information . when you ' re successfully  verified , you will receive an id verify icon  in your feedback profile . currently , the service is only available to  residents of the united states and u . s . territories ( puerto rico , us virgin  islands and guam . )  to update your ebay records  click here : ",1
Subject: be one of our survey takers and we ' ll send you a complimentary laptop computer .  computer survey group needs survey takers in your area now . we ' d like to send you a complimentary laptop computer now for helping us . ( )  laayawrw,1
"Subject: quiicker  hello , welcome to pha judges rmonline sho apodal p  - one of ignominious the leading oniine pharmaceutical shops  obstructionism v  truant g  jurisdiction al  diagnosis ll  disincorporate la  omnirange rac haemophilia l  i attendance s benedictinen va  u colourblind m  andmanyother .  - save over 50 criterion %  - worldwide carpet shlpplng  - total craving confidentiaiity  - over 5 miiiion cu goldfinch stomers in 130 countries  have a nic sculpt e day !",1
Subject: viagra is the # 1 med to struggle with mens ' erectile dysfunction .  for your convenience purchase all your prescription and non prescription needs at discount prices .  frustration is one of the greatest things in art ; satisfaction is nothing .  every marriage is happy . its the living together afterward that ' s the challenge .  laughing deeply is living deeply .,1
"Subject: i 6 h : logo your business identity  your business lacks visual identity ?  marketing efforts falling short ?  invisible among a sea of competitors ?  you ' re on the right track for a solution - keep reading . . .  our professional designers specialize in the creation of custom logos and business / corporate identities . our design needs to be seen only once to gain customer attention and recognition . with one of our unique , eye - catching mages you ' ll never have to introduce yourself twice !  we promise fast turnaround and 100 % customer satisfaction . choose from as any design ideas as necessary , select as many colors as you wish , order any modifications you like , and request any format . our prices are affordable for any size of business , and get this : there are no hidden fees .  follow the link below to browse our portfolio and check out our sweet deals .  wipe the "" in "" from "" invisible "" in just a few days - with us !  http : / / x 911 . info . ox - files . info  sincerely ,  zelma blankenship",1
"Subject: is your brother in need of a loan  homeowners - do you have less - than - perfect credit *  we ' ll quickly match you up with the b . est provider based on your needs .  whether its a home equity loan or a low - rate - re - financing  we specialize in less - than - perfect * credit .  we ' ll help you get the yes ! you deserve .  e ' n * o , u , g * h : http : / / morphism . lendingxid . com / r . php",1
"Subject: sometimes , not always , i like the idea of a chick . . . with a horse . . .  freeky fucking shit !  this is the craziest this that i have ever seen ! !  you will not believe your eyes . . and best of all it is  free to join forever ! !  just go to the site and enter your email that is all ! hurry they will not be doing this forever ! ! !  very graphic material - mature audience only !  you must be at least 18 years old to enter !  this  email was sent to you because your email address is part of a targeted opt - in  list . you have received this email by either requesting more information on  one of our sites or someone may have used your email address . if you received  this email in error , please accept our apologies . if you do not wish to receive  further offers , please click below and enter your email to remove your email from  future offers .  click here to remove  anti - spam  policy disclaimer : under bill s . 1618 title iii passed by the 105 th u . s . congress ,  mail cannot be considered spam as long as we include contact information  and a remove link for removal from this mailing list . if this e - mail is unsolicited ,  please accept our apologies . per the proposed h . r . 3113 unsolicited commercial  electronic mail act of 2000 , further transmissions to you by the sender may  be stopped at no cost to you ! ",1
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is strong enouqh for a man , but made for a woman ; - )  ordering viaqra online is a very convinient , fast and secure way !  miliions of people do it daily to save their privacy and money  order here . . . ",1
"Subject: to ops - revised february bod approved risk management policy  fyi  - - - - - - - - - - - - - - - - - - - - - - forwarded by cassandra schultz / na / enron on 02 / 18 / 2001  10 : 44 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : cassandra schultz  02 / 18 / 2001 10 : 26 pm  to : bob m hall / na / enron @ enron , leslie reeves / hou / ect @ ect , jeffrey c  gossett / hou / ect @ ect , peggy hedstrom / cal / ect @ ect , stacey w white / hou / ect @ ect ,  brent a price / hou / ect @ ect , scott earnest / hou / ect @ ect , sheila  glover / hou / ect @ ect , d todd hall / hou / ect , cindy horn / lon / ect @ ect , brenda f  herod / hou / ect @ ect , mike jordan / lon / ect @ ect , howard carter / eu / enron @ enron ,  andrew cornfield / lon / ect @ ect , james new / lon / ect @ ect , orjan  agdesteen / osl / ect @ ect , james new / lon / ect @ ect , marcelo parra / nyc / mgusa @ mgusa ,  louis colarusso / nyc / mgusa @ mgusa , heidi  mason / enron _ development @ enron _ development , jan - erland bekeng / ap / enron @ enron ,  kevin rhodes / eu / enron @ enron , naomi connell / lon / ect @ ect  cc : sally beck , shona wilson , chris abel  subject : to ops - revised february bod approved risk management policy  attached is the revised risk management policy incorporating the bod ' s  changes - please discard the previously circulated version i sent out prior  to the bod meeting . i ' ve also included a recap of substantive changes since  the october 2000 version that was circulated to you in conjuction with the  compliance certificates last fall , but you should read the policy to enhance  your understanding , and distribute it to your groups as some changes are  significant and are detailed further in the policy . i did notify the office  of the chair for each of your business units of these changes earlier this  week , and i will also provide them with a copy of the revised policy .  if you have any questions , feel free to give me a call at x 30429 .  regards ,  cassandra schultz  market risk management",0
"Subject: all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishinq software from corel , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professional  $ 150 adobe premiere pro 1 . 5  $ 90 corel designer 10  $ 90 quickbooks 2004 professionai edition  $ 75 adobe paqemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe goiive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere elements  $ 125 corel painter lx  $ 80 adobe lliustrator cs  $ 80 adobe indesign cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 uiead cooi 3 d production studio 1 . 0 . 1  $ 90 alias motion buiider 6 professionai  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop elements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincerely ,  aima ",1
"Subject: clear benefits of creative design  lt is really hard to recollect a company : the  market is full of suqgestions and the information isoverwheiming ; but a good  catchy logo , stylish statlonery and outstandlng webslte  wiil make the task much easier .  we do not promise that havinq ordered a iogo your  company will automaticaliy become a world ieader : it isguite clear that  without qood products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : your  marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction  guaranteed : we provide unlimited amount of changes with no extra fees for you to  be surethat you will love the result of this collaboration . have a look at our  portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
Subject: free $ $ $ for business or personal cwfqt  start a business or fund your child ' s college without debt .  get the money you need and never have to pay it back .  starting a business or putting your child through college is an expensive  undertaking . that ' s where we can help . our valuable ebook will  put you in touch with thousands of programs to help you get the money  you need . that ' s right free grant & scholarship money .  don ' t let someone else get your share !  reg . price $ 34 . 95 order by july 31 and save $ 10 . 00 .  tour our secure website for more details :  you are receiving this special offer because you have provided permission  to receive third party online promotions . to be eliminated from future marketing :  - - - -  this sf . net email is sponsored by : thinkgeek  welcome to geek heaven .  http : / / thinkgeek . com / sf  spamassassin - sightings mailing list ,1
Subject: amaze your partner with the talents in sexual area !  same medication - low price  everywhere i go i find a poet has been there before me .  assumptions are the termites of relationships .  disinterested intellectual curiosity is the life blood of real civilization .  the road to a friend ' s house is never long .,1
"Subject: harvard business school - - enron case study - - ' final ' draft  friends ,  attached is the "" final "" draft of the harvard business school case study  prepared by harvard professor chris bartlett and his research assistant meg  wozny . [ please scroll down to the end of the next message for the attachment ]  . the content was developed from interviews with most of you .  please review the case and let me know of any desired  edits / corrections / comments as soon as possible . [ one obvious correction is  the spelling of cindy olson ' s last name ] .  we ' d like to "" sign off "" on this within the next 2 or 3 days . harvard  professors are excited about teaching this case this coming semester . in  fact , professor don sull will be focusing largely on this enron case this  semester , culminating in "" enron day "" at harvard business school april 26 th ,  featuring jeff skilling . also , chris and meg will be in houston this  thursday , jan . 11 th , ' capping off ' their work with video interviews with ken ,  jeff and louise , which will help "" bring the case to life "" for the students  studying it .  please forward any edits / corrections / comments to me via e - mail or via hard  copy ( please deliver to eb 4710 , or call me [ 3 - 6117 ] and we ' ll have it picked  up ) .  thanks to everyone for all your contributions to this exciting work !  - - christie .  - - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 01 / 08 / 2001  09 : 57 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  meg wozny on 01 / 08 / 2001 09 : 31 : 00 am  to : christie . patrick @ enron . com  cc :  subject : re : enron case study  christie :  congratulations ! i don ' t know how you manage to work full - time at enron  and study for a phd at the same time . sounds superhuman to me !  the fedex was marked for saturday delivery , but in case you haven ' t  received it yet , i ' m enclosing the draft as an attachment .  it would be great if we could get enron ' s approval during our visit . ( i  know professors at hbs are interested in teaching that case as soon as it ' s  available . )  thanks for all your help , and let me know if you have any questions ,  comments , etc .  best ,  meg  at 09 : 12 am 1 / 8 / 01 - 0600 , you wrote :  > meg . . . just got back in the office - - - anxiously looking for the package ! !  >  > i finished my phd ( psychology @ usc ) class work last week - - i made my last  case presentations this past friday ! ! now i only have my dissertation to  go ! . . . hooray !  > looking forward to seeing you and chris thursday !  >  > - - christie .  - latest draftl . doc  * * * * * * * * * * * * * *  meg wozny  research associate  harvard business school  gallatin lounge c  soldiers field  boston , ma 02163  voicemail : ( 617 ) 496 - 0802  facsimile : ( 617 ) 496 - 6943  email : mwozny @ hbs . edu",0
"Subject: how will this affect the reporting agency for each account you cancel .  why consolidate into a larger obligation or declare bankruptcy when you can  legally you ' ve avoided the pangs of starvation  for a time , anyhow , so i can leave you with a clear conscience . without more  ado , he turned the indicator of the traveling machine and mounted into the  air , leaving the turk sitting upon the rocks and staring after him in  comical bewilderment  15 .",1
"Subject: very uuseful  attache how to save on your medlcations over 70 % .  pharmsho fructiferous p - successfull and proven way unquestionable to save your strategics money .  cevitamic v  apodal ag  impanel al  shoveller lu  cratch l  dissyllable ra nonius cl  barebacked isva undetermined l  cotillon m  andmanyother .  best prl circumnavigator ces .  w conservator orldwide shlpplng .  easy order for emboss m .  total confid lenticular entiaiity .  250 , 000 correctly satisfied customers .  o distracted rder today and save !",1
"Subject: re : full version  i ' ll have a look !  i haven ' t much time , but can certainly  get you a quick reaction , at least !  best , darrell  > x - lotus - fromdomain : ect  > from : "" vince j kaminski ""  > to : duffie @ stanford . edu  > date : thu , 10 aug 2000 14 : 04 : 47 - 0500  > subject : full version  > mime - version : 1 . 0  > content - disposition : inline  > x - uidl : 9 fef 7462 afa 5 d 4 ee 6 co 4 c 9 co 2 df 71 b 25  > x - keywords :  >  >  >  > darrell ,  >  > grant just alerted me that i sent you only part of the text .  >  > here is the full chapter with an aged version of gran ' t part .  > what i sent you represents an update of his contribution .  >  > sorry for that .  >  > vince  >  > ( see attached file : volo 720 . doc )  darrell duffie  mail gsb stanford ca 94305 - 5015 usa  phone 650 723 1976  fax 650 725 7979  email duffie @ stanford . edu  web http : / / www . stanford . edu / ~ duffie / ",0
"Subject: failure notice  hi . this is the qmail - send program at backo 7 . freeler . ilcampo . com .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  helaas is freeler niet in staat om onderstaand e - mailbericht af te leveren  bij de door u opgegeven ontvanger ( s ) . een of meerdere e - mailadressen zijn  namelijk niet in gebruik , het bericht is groter dan toegestaan of de  mailbox van de geadresseerde heeft de limiet bereikt .  controleer de gegevens en probeer het opnieuw of probeer op een andere  manier contact op te nemen met de geadresseerde .  :  the users mailfolder is over the allowed quota ( size ) .  - - - below this line is a copy of the message .  return - path :  received : ( qmail 4916 invoked from network ) ; 19 jul 2005 17 : 54 : 21 - 0000  received : from unknown ( [ 172 . 16 . 4 . 16 ] )  ( envelope - sender )  by backo 7 . freeler . nl ( qmail - ldap - 1 . 03 ) with qmqp  for ; 19 jul 2005 17 : 54 : 21 - 0000  delivered - to : clusterhost smtpo 7 . freeler . nl s . de . haano 5 @ freeler . nl  received : ( qmail 21982 invoked from network ) ; 19 jul 2005 17 : 54 : 21 - 0000  received : from unknown ( helo wng - 04 . evisp . enertel . nl ) ( [ 213 . 218 . 77 . 204 ] )  ( envelope - sender )  by smtpo 7 . freeler . nl ( qmail - ldap - 1 . 03 ) with des - cbc 3 - sha encrypted smtp  for ; 19 jul 2005 17 : 54 : 21 - 0000  received : from buffer - 01 . evisp . enertel . nl ( buffer - 01 . evisp . enertel . nl [ 213 . 218 . 68 . 24 ] ( may be forged ) )  by wng - 04 . evisp . enertel . nl ( 8 . 12 . 11 / 8 . 12 . 11 ) with esmtp id j 6 jhrsn 4031476  for ; tue , 19 jul 2005 19 : 54 : 21 + 0200  received : from mailwisconsin . com ( [ 203 . 128 . 23 . 64 ] )  by buffer - 01 . evisp . enertel . nl ( 8 . 13 . 0 / 8 . 13 . 0 ) with smtp id j 6 jaxw 82023290  for ; tue , 19 jul 2005 12 : 59 : 43 + 0200 ( cest )  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 09360007 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : s . de . haano 5 @ freeler . nl  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbelivabie !",1
"Subject: re : agenda for houston visit  hi mike ,  thanks for the message .  here is one more reason why we should have our own in - house modelling :  the pcmdi nwp weather maps have been discontinued  the pcmdi wxmap web has been discontinued starting 20 december , 2000  please see the u . s . navy wxmaps at . . .  i will shortly forward a set of minimum requirements ( hardware . . . ) , softare  has been written by me , with some public domain software .  i am thinking of setting up an internal website with model output data , and  verification info .  cheers ,  christian  mike a roberts @ ect  21 / 12 / 2000 09 : 26 am  to : christian werner / enron _ development @ enron _ development  cc : vince j kaminski / hou / ect @ ect , paul  quilkey / enron _ development @ enron _ development , mark tawney / hou / ect @ ect  subject : re : agenda for houston visit  christian ,  just finished meeting with pual , vince & mark  new plan :  let ' s plan on your coming to houston march 12 th - april 2 nd ( after our  summer / winters respectively  but . .  let ' s proceed with the project without pause :  1 . please send up the software that needs to be installed along with  operating system requirements  2 . please copy me on forecasting provided to sydney office on a daily basis  if we work on these two fronts , it will optimize your time here and permit  transotion to cover your forecasting there  thanks  - - - mike",0
"Subject: i missed you 24632  if amateurs is what you want , then we have them .  take a look at these hardcore sites . young hottt teens ! ! !  these are the best of the best when it comes to amateurs .  don ' t believe me ? take a look for yourself .  amateur petite  - - - - - - - - - - - - - - - - - - - - - - -  all natural tight coeds ! ! !  petite natural breasted amateurs ! !  exclusive amateur xxx videos ! ! !  hundreds of exclusive petite amateur models ! !  click here to check out the action ! ! ! !  http : / / tour 2 . amateurpetite . com / ? 1087  http : / / tour 2 . amateurpetite . com / ? 1087  ample amateurs  - - - - - - - - - - - - - - - - - - -  breasts . women have them , men love them . and for some men ( and women ! ) that old adage  "" the bigger the better "" holds true ! and you ' ll find plenty to hold on to here - our stable of stacked  exclusive ample amateurs will make your mouth water and your hands tired just looking at them !  http : / / tour 2 . ampleamateurs . com / ? 1087  http : / / tour 2 . ampleamateurs . com / ? 1087  amateur smut  - - - - - - - - - - - - - - - - - -  the smuttiest xxx amateurs on the web ! ! !  real amateurs in explicit photo shoots  1 , 000 ' s of high quality smut pics ! ! !  pics of "" the horny girl next door ""  nasty amateurs gone wild ! ! !  http : / / tourl . amateursmut . com / ? 1087  http : / / tourl . amateursmut . com / ? 1087  to be taken off this mailing list , simply hit your  reply button and put "" remove "" anywhere in the subject .",1
"Subject: limited access to sensitive paypal account features  as part of our security measures , we regularly  screen activity in thepaypal system . we recently noticed the following issue  on your account : we would like to ensure that your account was not  accessed by anunauthorized third party . because protecting the security of  your account is our primary concern , we have limited access to sensitive  paypal account features . we know that this may be an inconvenience but  pleaseunderstand that this temporary limitation is for your  protection . case id number : pp - 072 - 838 - 482  to review your account and some or all of the information that paypal used to make its  decision to limit your account access , please visit the  resolution center or copy this link and paste it in the internet explorer bar http : / / www . paypal . com . if after reviewing your account information , you seek further clarification  regarding your account access , please contact paypal by visiting the help center and clicking "" contact us "" . we thank you for your prompt attention to  this matter . please understand that this is a security measure intended to  help you and protect your account . we apologize for any  inconvenience . sincerely , paypal account review  departmentpaypal email id pp 522 ",1
"Subject: mail delivery failed : returning message to sender  this message was created automatically by mail delivery software .  a message that you sent could not be delivered to one or more of its  recipients . this is a permanent error . the following address ( es ) failed :  lochnessclansman @ aol . com  ( generated from info @ stayatlochness . com )  smtp error from remote mail server after end of data :  host mailin - 03 . mx . aol . com [ 205 . 188 . 158 . 121 ] : 554 - :  ( hvu : bl ) http : / / postmaster . info . aol . com / errors / 554 hvubl . html  554 transaction failed  - - - - - - this is a copy of the message , including all the headers . - - - - - -  return - path :  received : from [ 222 . 108 . 233 . 182 ] ( helo = mailwisconsin . com )  by uk 2 mxarray 4 . uk 2 . net with smtp ( exim 4 . 52 )  id ldupsa - 0001 oe - vq  for info @ stayatlochness . com ; tue , 19 jul 2005 12 : 02 : 51 + 0100  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 24815476 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  from : "" barry castillo ""  to : info @ stayatlochness . com  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  x - priority : 3 ( normal )  importance : normal  x - sa - exim - connect - ip : 222 . 108 . 233 . 182  x - sa - exim - mail - from : projecthoneypot @ projecthoneypot . org  subject : just to her . . .  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - spam - checker - version : spamassassin 3 . 0 . 4 ( 2005 - 06 - 05 ) on  uk 2 mxserver 4 - 9 . uk 2 . net  x - spam - level : * * *  x - spam - status : no , score = 3 . 3 required = 99 . 0 tests = drugs _ erectile , drug _ dosage ,  html _ 50 _ 60 , html _ message , info _ tld , mime _ html _ only autolearn = no  version = 3 . 0 . 4  x - sa - exim - version : 4 . 0 ( built sat , 24 jul 2004 09 : 53 : 34 + 0200 )  x - sa - exim - scanned : yes ( on uk 2 mxarray 4 . uk 2 . net )  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbeiivable !",1
"Subject: financial maths course , part 2  vince ,  just in case , here is a draft copy of the event for you to refer to .  paul  - finmathmail . doc",0
"Subject: easy - tag board : : more options to fit your site  thank you for your interest in easy - tag board . our goal is to provide you with the best software and support possible . we know you have a choice and appreciate the opportunity to assist with your online needs . we are confident that you will see the benefits of using the easy - tag board .  highly customizable easy to configure fast , reliable , & secure  server o / s independent cross - browser compatible more features text - decoration : none "" face = arial , helvetica , sans - serif > www . easy - tagboard . com  you are receiving this email because you opted - in to our mailing list or someone you know referred you to us . we respect your right to privacy and your desire not to be bothered by unwanted emails . if you do not wish to receive any further newsletters , please click the link below to be permanently removed from out mailing list .  to unsubscribe click ( here ) .",1
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is stronq enouqh for a man , but made for a woman ; - )  orderinq viagra online is a very convinient , fast and secure way !  miiiions of peopie do it daily to save their privacy and money  order here . . . ",1
"Subject: re : wednesday meeting  eric ,  i think we can skip the meeting and discuss any issues between us .  the meeting was convened at the request of doug arnell , but jeff  shankman thinks that there is no need for formal meetings : we can  ask them for the information directly on as needed basis .  vince  enron north america corp .  from : eric groves 09 / 05 / 2000 11 : 01 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : wednesday meeting  are we still having the meeting tomorrow ? at what time ?  thanks ,  eric",0
"Subject: mba career opportunity  shirley ,  please , arrange a phone interview . tt , vk , sg , zl .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 11 / 21 / 2000  09 : 06 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" qing chen "" on 11 / 17 / 2000 06 : 01 : 28 pm  to :  cc :  subject : mba career opportunity  dear ? vincent kaminski :  ?  i got your contact details from the web site for power marketers . i have a  strong interest in pursuing a career in the energy industry ? with a top  energy company like ? enron , where my abilities and qualifications can be  fully applied for our mutual benefit .  i am graduating in may with an mba ? degree with concentrations in finance and  information systems . this summer i worked ? as an intern with structuring and  analytics group of ameren energy . ? this internship ? has been especially  challenging and has enhanced my professional competencies . while there , i  was afforded the opportunity to ? develop a forward view model ? for ? off -  peak ? electricity price forecasting and analyze the data sets of a  fundamental ? model to create forward price curves . both projects added value  to the company and provided me with first - hand experience in the area of  energy trading and marketing as well as modeling techniques .  in addition , i have an undergraduate degree in mechanical engineering and  two years ' experience in power generating . with my work experience in energy  finance and exceptional academic and professional achievements , along with  my exemplary leadership and management potential and outstanding analytical ,  business communication , problem - solving and computer skills , i ' m convinced  that i will be able to make immediate contributions to your company .  i am attaching my resume for your review . should you have any questions or  need clarification , please feel free to contact me at ( 504 ) 861 - 9110 or  qchenl @ tulane . edu .  as i have some offers with deadlines approaching , i would appreciate it if  you could give me a quick response . i also expect ? a base compensation above  $ 75 k . i look forward to ? hearing from you soon .  ?  best regards ,  qing ( christine ) chen  mba 2001  a . b . freeman school of business  tulane university  tel : ( 504 ) 861 - 9110  - resumeus . doc  - resumeus txt . txt",0
"Subject: free 1 week dvd downloads  we are happy to offer you . . . . all the dvd ' s you could ever watch for free . . .  what ever your pleasure we have it all . . .  take as many as you want and it costs you nothing . . . . check out the 1000 ' s of titles . . . .  dont know where to get your adult dvds ?  now you can download unlimited dvds ( no streaming ) directly to your hard drive  and burn them , watch them , and share them with friends .  make movies for the road , your home or even for parties .  cognizable everyman cranky legitimacy  wedge keenan keenan description  day keenan cognizable bellini  patient notate pow youth  thermionic zig autocratic crewmen  pickering streetcar componentry anselm  cadaver sciatica dunham hindmost  thanks but its not for me : - ) ",1
"Subject: 80 % discount on all adobe titles  opt - in email special offer unsubscribe me search software top 10 new titles on sale now ! 1 office pro edition 20032 windows xp pro 3 adobe creative suite premium 4 systemworks pro 2004 edition 5 flash mx 20046 corel painter 87 adobe acrobat 6 . 08 windows 2003 server 9 alias maya 6 . 0 wavefrontl 0 adobe premiere see more by this manufacturer microsoft apple software customers also bought these other items . . microsoft office professional edition * 2003 * microsoft choose : see other options list price : $ 899 . 00 price : $ 69 . 99 you save : $ 830 . 01 ( 92 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : analyze and manage business information using access databases exchange data with other systems using enhanced xml technology control information sharing rules with enhanced irm technology easy - to - use wizards to create e - mail newsletters and printed marketing materials more than 20 preformatted business reports sales rank : # 1 shipping : international / us or via instant download date coupon expires : may 30 th , 2005 average customer review : based on 1 , 768 reviews . write a review . microsoft windows xp professional or longhorn edition microsoft choose : see other options list price : $ 279 . 00 price : $ 49 . 99 you save : $ 229 . 01 ( 85 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : designed for businesses of all sizes manage digital pictures , music , video , dvds , and more more security with the ability to encrypt files and folders built - in voice , video , and instant messaging support integration with windows servers and management solutions sales rank : # 2 shipping : international / us or via instant download date coupon expires : may 30 th , 2005 average customer review : based on 868 reviews . write a review . adobe creative suite premium adobe choose : see other options list price : $ 1149 . 00 price : $ 99 . 99 you save : $ 849 . 01 ( 90 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : an integrated design environment featuring the industrys foremost design tools in - depth tips , expert tricks , and comprehensive design resources intuitive file finding , smooth workflow , and common interface and toolset single installer - - control what you install and when you install it cross - media publishing - - create content for both print and the web sales rank : # 3 shipping : international / us or via instant download date coupon expires : may 30 th , 2005 average customer review : based on 498 reviews . write a review .",1
"Subject: re : e - strategy for metals trading  - - - - - - - - - - - - - - - - - - - - - - forwarded by leann walton / na / enron on 10 / 26 / 2000 10 : 50  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : jeffrey a shankman @ ect on 10 / 25 / 2000 03 : 28 pm  to : maureen raymond / hou / ect @ enron  cc :  subject : re : e - strategy for metals trading  thanks fo rthe update . jeff  maureen raymond @ enron  10 / 25 / 2000 02 : 58 pm  sent by : gwyn koepke @ enron  to : john sherriff / lon / ect @ ect , larry lawyer / enron communications @ enron  communications , jeffrey a shankman / hou / ect @ ect , mike  mccullough / et & s / enron @ enron  cc : bob schorr / hou / ect @ ect  subject : e - strategy for metals trading  attached is an article from yesterday ' s ft regarding the efforts by a  consortia of four major international metals and mining producers to develop  an internet marketplace for producers and consumers . as we come across this  type of information to keep you abreast of developments in the commodity  markets , we will pass it along .  maureen raymond - castaneda",0
